Prov.; Des.  ;   q   ;    Q     ; H     ;Epoch     ; M    ;Peri. ;Node   ;Incl. ; e     ; a      ;Opps.    ; Ref.      
2013;TX171  ;36.454;65.425; 7.54  ;20240331;  8.7 ; 204.3; 167.3 ; 19.6 ;284;50.940;5;MPO650048  
2013;TS227  ;22.845;44.818; 8.05  ;20240331;293.7 ; 327.3; 180.6 ; 24.3 ;325;33.832;4;E2024-GJ9  
2013;TS187  ;31.555;38.715; 8.53  ;20240331; 47.2 ; 199.0; 127.9 ;  4.6 ;102;35.135;6;MPO650050  
2013;TR187  ;36.793;87.084; 7.59  ;20240331;354.1 ; 334.5;  76.9 ; 14.2 ;406;61.939;7;E2021-VR4  
2013;TP187  ;38.230;123.792; 7.12  ;20240331; 10.6 ; 176.7; 191.5 ; 31.1 ;528;81.011;7;E2024-DC7  
2013;TP145  ;13.456;32.739; 9.34  ;20240331; 22.2 ;  69.5; 327.2 ; 29.3 ;417;23.097;5;E2024-D35  
2013;TN228  ;33.261;148.366; 7.80  ;20240331;356.2 ; 225.5; 174.9 ; 19.3 ;634;90.814;6;MPO724288  
2013;TN187  ;33.219;74.357; 7.71  ;20240331; 10.1 ; 276.7; 110.0 ; 10.0 ;382;53.788;5;MPO660198  
2013;TM187  ;31.330;42.149; 8.37  ;20240331; 29.6 ; 305.7;  52.3 ; 12.0 ;147;36.739;5;MPO650050  
2013;TM172  ;36.452;105.260; 7.80  ;20240331;  4.7 ; 352.7;  14.9 ; 12.6 ;486;70.856;7;MPO650049  
2013;TL227  ;37.539;43.609; 8.40  ;20240331;  1.0 ; 313.6;  95.6 ; 22.9 ;75;40.574;5;MPO724288  
2013;TJ229  ;36.856;77.922; 7.65  ;20240331;  3.6 ; 199.4; 187.7 ; 37.1 ;358;57.389;6;E2023-Y63  
2013;TJ172  ;36.968;68.113; 6.88  ;20240331;347.8 ; 247.8; 176.4 ; 27.3 ;296;52.541;7;MPO733058  
2013;TH172  ;31.527;53.888; 7.71  ;20240331; 36.4 ; 289.3;  42.7 ; 11.5 ;262;42.708;5;MPO650048  
2013;TG187  ;35.677;60.090; 7.50  ;20240331; 43.3 ; 153.8; 157.6 ;  5.9 ;255;47.883;6;MPO650050  
2013;TF228  ;36.866;45.086; 7.67  ;20240331;299.0 ; 334.5; 148.2 ; 21.6 ;100;40.976;5;MPO724288  
2013;TD187  ;38.441;86.159; 7.51  ;20240331; 18.9 ; 182.2; 156.3 ;  5.5 ;383;62.300;5;MPO650050  
2013;TB228  ;29.731;83.131; 8.8   ;20240331; 16.0 ; 292.6;  65.6 ; 20.6 ;473;56.431;5;MPO645004  
2013;TB187  ;16.433;140.547; 7.74  ;20240331;351.0 ;  24.6;  82.1 ; 50.7 ;791;78.490;4;MPO650050  
2013;SZ99   ;38.138;38.982; 7.94  ;20240331;134.4 ;  69.4; 183.0 ; 19.8 ;11;38.560;6;MPO650046  
2013;SY112  ;26.437;50.224; 7.99  ;20240331; 94.0 ; 257.5; 343.7 ; 13.5 ;310;38.331;3;MPO644996  
2013;SY111  ;37.195;71.897; 7.56  ;20240331;325.9 ;  22.0;   9.0 ; 45.0 ;318;54.546;5;MPO644993  
2013;SX112  ;38.816;68.304; 8.00  ;20240331; 27.2 ; 131.0; 198.8 ;  2.0 ;275;53.560;5;MPO644996  
2013;SR102  ;32.579;73.664; 5.80  ;20240331;309.0 ;   9.2;  41.6 ; 29.9 ;387;53.121;5;MPO650046  
2013;SQ102  ;35.136;150.283; 6.24  ;20240331;347.8 ; 357.6;  14.4 ; 29.5 ;621;92.710;5;MPO650046  
2013;SO112  ;34.998;66.591; 7.04  ;20240331; 75.7 ;  64.6; 177.2 ; 24.4 ;311;50.795;4;MPO714116  
2013;SN102  ;38.043;99.549; 7.38  ;20240331;  7.6 ; 247.8; 114.2 ;  4.5 ;447;68.796;6;MPO650046  
2013;SM102  ;38.920;66.859; 7.38  ;20240331;  3.0 ; 227.4; 154.0 ; 11.4 ;264;52.890;6;MPO650046  
2013;SL112  ;31.865;38.363; 8.27  ;20240331;314.2 ; 335.7; 106.1 ;  2.1 ;93;35.114;4;MPO644994  
2013;SL102  ;38.168;647.023; 7.11  ;20240331;  0.8 ; 265.7;  94.8 ;  6.5 ;0.889 3;42.596;6;E2024-G04  
2013;SJ102  ;31.571;56.663; 7.55  ;20240331;348.0 ; 315.1;  93.8 ;  7.3 ;284;44.117;5;MPO650046  
2013;SH102  ;36.275;40.046; 7.58  ;20240331;103.1 ;  89.8; 180.2 ; 19.3 ;49;38.161;6;E2024-JV1  
2013;SG106  ;37.745;87.037; 7.36  ;20240331;  8.8 ; 167.8; 186.9 ; 20.5 ;395;62.391;7;E2023-Y06  
2013;SE99   ;36.849;125.662; 7.8   ;20240331; 24.2 ; 224.8; 100.6 ; 18.3 ;547;81.255;2;MPO324007  
2013;SE113  ;33.047;55.102; 8.51  ;20240331; 14.8 ; 340.2;  18.2 ; 31.2 ;250;44.075;6;E2023-Y06  
2013;SD112  ;32.539;37.609; 8.02  ;20240331; 69.8 ; 250.2;  60.6 ;  5.4 ;72;35.074;5;MPO644993  
2013;SB112  ;35.202;41.983; 8.35  ;20240331;331.4 ;  42.8;  14.5 ; 33.2 ;88;38.593;5;MPO724281  
2013;SA113  ;39.123;42.117; 7.90  ;20240331;227.8 ; 149.3; 359.3 ; 20.5 ;37;40.620;5;E2021-VR4  
2013;RZ155  ;36.732;44.948; 7.01  ;20240331;206.7 ; 355.6; 186.2 ; 28.8 ;101;40.840;6;E2023-W66  
2013;RZ108  ;30.331;82.179; 8.07  ;20240331;  4.4 ; 333.7;  65.6 ; 13.0 ;461;56.255;5;MPO781695  
2013;RY156  ;35.506;63.445; 6.98  ;20240331; 55.4 ;  57.6; 194.4 ; 14.8 ;282;49.475;5;MPO781698  
2013;RY108  ;24.628;67.642; 8.04  ;20240331;334.2 ;   4.3;  93.3 ; 10.8 ;466;46.135;5;MPO650042  
2013;RX155  ;34.754;59.512; 7.38  ;20240331; 47.0 ; 127.6; 174.7 ; 27.9 ;263;47.133;6;MPO644984  
2013;RW157  ;34.981;59.235; 7.95  ;20240331; 43.2 ; 123.8; 182.5 ; 13.6 ;257;47.108;5;MPO644989  
2013;RW156  ;37.346;44.501; 7.54  ;20240331;277.2 ; 221.2; 208.5 ; 15.8 ;87;40.924;4;MPO644987  
2013;RW124  ;34.164;39.481; 7.55  ;20240331; 38.7 ; 258.0;  92.6 ;  4.8 ;72;36.823;6;E2023-Y63  
2013;RV157  ;33.929;103.784; 8.16  ;20240331; 21.6 ; 116.7; 186.0 ; 11.5 ;507;68.857;5;MPO644989  
2013;RV128  ;37.968;76.567; 7.43  ;20240331; 26.9 ;  49.2; 255.5 ;  8.4 ;337;57.268;8;MPO714112  
2013;RU156  ;35.361;79.429; 8.07  ;20240331;359.3 ; 345.5;  37.4 ; 11.6 ;384;57.395;6;E2024-F07  
2013;RU128  ;35.826;87.289; 7.61  ;20240331; 22.4 ; 113.0; 176.2 ; 25.2 ;418;61.558;4;MPO781696  
2013;RT156  ;36.553;74.130; 6.34  ;20240331;293.8 ; 304.9; 168.8 ; 22.9 ;339;55.342;5;MPO644986  
2013;RT155  ;35.727;174.223; 6.56  ;20240331;349.1 ; 222.0; 172.3 ; 26.0 ;0.660 1;4.975;3;MPO644983  
2013;RT128  ;36.404;44.750; 7.40  ;20240331;122.3 ; 215.8;  32.8 ; 24.1 ;103;40.577;5;MPO650044  
2013;RT124  ;36.396;96.017; 7.79  ;20240331; 10.7 ; 309.2;  49.6 ; 18.2 ;450;66.207;5;MPO650044  
2013;RS156  ;37.332;85.373; 7.52  ;20240331; 22.1 ; 148.3; 178.0 ; 14.3 ;392;61.352;5;MPO644986  
2013;RS155  ;37.003;64.257; 7.21  ;20240331;319.4 ; 331.7;  45.8 ; 34.1 ;269;50.630;6;MPO644983  
2013;RS124  ;34.775;58.969; 8.0   ;20240331;357.6 ; 259.1; 140.0 ; 15.3 ;258;46.872;4;MPO707807  
2013;RR98   ;35.991;65.066; 7.16  ;20240331; 29.7 ; 234.4;  62.4 ; 37.7 ;288;50.529;6;MPO650042  
2013;RR157  ;36.606;40.478; 7.48  ;20240331;354.3 ; 180.9; 174.7 ; 32.1 ;50;38.542;4;MPO644989  
2013;RR155  ;38.103;86.015; 6.89  ;20240331; 40.2 ; 223.5;   4.0 ; 34.1 ;386;62.059;4;MPO644983  
2013;RQ98   ;31.559;79.938; 7.79  ;20240331; 21.9 ; 245.3;  11.3 ; 37.7 ;434;55.748;5;MPO650042  
2013;RQ157  ;33.750;39.281; 7.89  ;20240331;290.0 ; 153.5; 263.8 ; 15.5 ;76;36.515;4;E2022-N78  
2013;RQ155  ;35.186;67.779; 7.41  ;20240331;332.0 ; 317.9;  50.1 ; 38.5 ;317;51.483;5;MPO644983  
2013;RQ109  ;30.908;42.573; 7.93  ;20240331;357.2 ; 335.7;  70.6 ; 14.5 ;159;36.740;6;MPO650043  
2013;RO158  ;37.517;43.755; 7.62  ;20240331; 14.1 ; 158.2; 189.0 ; 18.2 ;77;40.636;6;E2024-E34  
2013;RO157  ;32.003;115.650; 8.45  ;20240331;  7.0 ; 247.7; 134.4 ; 12.2 ;567;73.826;5;MPO644988  
2013;RN30   ;8.147;20.143;12.9   ;20240331; 64.4 ; 188.0; 182.0 ; 16.6 ;424;14.145;2;E2020-M96  
2013;RN158  ;30.504;62.693; 8.23  ;20240331; 27.9 ;  87.3; 202.7 ; 14.4 ;345;46.599;4;MPO655175  
2013;RM157  ;37.165;77.166; 6.70  ;20240331; 55.2 ; 122.2; 176.5 ; 14.1 ;350;57.165;6;MPO644988  
2013;RM124  ;35.287;144.201; 7.88  ;20240331;  1.9 ; 181.6; 187.3 ; 13.8 ;607;89.744;6;MPO650044  
2013;RL158  ;38.011;43.127; 7.45  ;20240331;339.5 ;  99.2; 268.8 ; 14.6 ;63;40.569;3;MPO781698  
2013;RL157  ;38.844;72.570; 7.68  ;20240331; 20.9 ; 321.3;  33.9 ; 20.8 ;303;55.707;3;E2021-XE0  
2013;RK109  ;34.366;148.275; 7.19  ;20240331; 10.1 ; 163.0; 176.7 ; 12.8 ;624;91.321;6;MPO650042  
2013;RJ158  ;33.277;148.121; 7.02  ;20240331; 12.9 ;  87.3; 192.5 ; 17.1 ;633;90.699;5;MPO781698  
2013;RH157  ;37.609;40.189; 7.85  ;20240331;146.8 ; 146.6;  96.5 ;  5.4 ;33;38.899;3;MPO644988  
2013;RH109  ;33.976;39.111; 7.62  ;20240331;218.6 ; 284.4; 204.5 ; 14.8 ;70;36.543;6;MPO781695  
2013;RG98   ;19.334;27.327; 9.11  ;20240331;320.9 ; 348.9; 145.8 ; 46.0 ;171;23.331;5;E2021-VU2  
2013;RG158  ;38.040;82.969; 7.59  ;20240331;  2.9 ; 177.2; 181.2 ; 28.5 ;371;60.504;5;E2024-M35  
2013;RG124  ;38.986;144.813; 7.31  ;20240331;  4.5 ; 287.8;  35.7 ; 43.5 ;576;91.900;6;MPO650043  
2013;RG109  ;34.866;42.215; 7.21  ;20240331;317.4 ;  56.6;  22.7 ; 22.7 ;95;38.541;4;MPO650042  
2013;RF98   ;36.121;770.402; 8.7   ;20240331;  0.6 ; 311.9;  67.7 ; 29.5 ;0.910 4;3.262;2;MPO397838  
2013;RF157  ;36.311;90.972; 8.35  ;20240331;  3.7 ; 297.7; 101.7 ; 20.4 ;429;63.641;4;MPO644988  
2013;RE156  ;38.971;42.530; 7.24  ;20240331; 28.3 ;  49.9; 259.3 ; 13.4 ;44;40.751;4;MPO644984  
2013;RD158  ;35.792;163.275; 7.24  ;20240331;354.7 ;  23.7;  41.1 ; 32.6 ;640;99.533;7;E2023-Y63  
2013;RD157  ;34.066;41.777; 7.70  ;20240331; 51.0 ; 165.1; 151.0 ; 12.1 ;102;37.921;6;MPO644987  
2013;RD109  ;29.810;35.453; 8.25  ;20240331; 28.9 ; 335.8;  16.7 ; 11.1 ;86;32.631;5;MPO781695  
2013;RC156  ;37.440;311.426; 7.55  ;20240331;  0.0 ; 319.9; 349.2 ; 35.0 ;0.785 1;74.433;5;MPO644984  
2013;RB98   ;31.578;53.527; 6.61  ;20240331;299.7 ; 348.8; 147.0 ; 21.9 ;258;42.552;5;MPO650042  
2013;RB156  ;34.460;43.452; 7.69  ;20240331;274.8 ;   4.7;  45.3 ; 39.0 ;115;38.956;6;MPO644984  
2013;RB109  ;35.872;45.210; 7.60  ;20240331;344.9 ; 223.4; 175.8 ; 23.1 ;115;40.541;5;MPO650042  
2013;RA157  ;33.166;77.601; 8.47  ;20240331;  9.9 ; 202.0; 178.8 ; 37.6 ;401;55.383;5;MPO644987  
2013;RA156  ;28.763;33.573; 7.96  ;20240331;200.5 ; 159.1;  35.9 ; 13.0 ;77;31.168;4;MPO644984  
2013;QX103  ;37.213;63.887; 7.93  ;20240331; 18.1 ; 232.6;  50.6 ; 32.5 ;264;50.550;4;MPO644977  
2013;QP95   ;33.829;48.168; 7.31  ;20240331;328.9 ;  17.1;  71.4 ; 25.4 ;175;40.998;6;MPO650040  
2013;PW74   ;33.724;42.824; 7.29  ;20240331; 58.1 ; 294.1; 353.5 ; 25.7 ;119;38.274;6;MPO714106  
2013;PU74   ;15.839;52.646;10.3   ;20240331; 15.5 ; 200.6; 133.9 ; 12.7 ;537;34.243;8;E2020-TF9  
2013;PD84   ;37.074;166.212; 6.8   ;20240331; 10.5 ; 297.3; 356.3 ; 19.5 ;0.635 1;1.643;5;MPO466435  
2013;NU33   ;32.207;108.804; 7.39  ;20240331;355.4 ;  30.9; 326.9 ; 22.2 ;543;70.506;10;MPO660183  
2013;MB12   ;15.186;30.251;10.2   ;20240331; 59.1 ; 111.9; 158.7 ; 14.0 ;332;22.719;5;MPO640386  
2013;LZ36   ;36.410;73.631; 7.1   ;20240331; 12.8 ;  69.5; 170.3 ; 13.9 ;338;55.021;5;MPO466432  
2013;JX14   ;7.283;15.236;11.9   ;20240331;137.5 ; 273.7; 245.9 ; 10.4 ;353;11.260;7;MPO473277  
2013;JW65   ;32.268;62.600; 6.9   ;20240331; 30.8 ; 271.9; 292.9 ;  5.7 ;320;47.434;5;MPO473277  
2013;JV64   ;30.903;114.693; 7.3   ;20240331;333.2 ; 114.4; 224.8 ; 31.5 ;575;72.798;2;MPO347303  
2013;JR64   ;35.638;118.212; 8.8   ;20240331;  3.3 ; 141.3; 109.6 ; 10.5 ;537;76.925;4;MPO419454  
2013;JP64   ;32.345;81.876; 8.5   ;20240331;351.4 ;  80.4; 206.7 ; 13.7 ;434;57.111;4;MPO477705  
2013;JO64   ;35.135;246.055; 8.2   ;20240331;  3.5 ;  40.5; 185.3 ;  8.6 ;0.750 1;40.595;4;MPO419454  
2013;JL64   ;35.884;76.946; 7.5   ;20240331; 38.3 ; 103.5;  73.4 ; 27.7 ;364;56.415;5;MPO419453  
2013;JK64   ;32.693;77.058; 7.9   ;20240331; 15.9 ; 121.9; 100.3 ; 11.1 ;404;54.876;7;MPO473277  
2013;JF64   ;30.505;79.610; 9.3   ;20240331; 10.7 ; 128.4; 105.3 ;  8.8 ;446;55.058;4;MPO419453  
2013;JC64   ;13.792;30.441;12.1   ;20240331; 35.6 ; 170.5;  71.6 ; 32.0 ;376;22.116;2;MPO347301  
2013;HG162  ;5.537;62.549;12.4   ;20240331; 21.8 ; 312.4; 231.5 ; 68.5 ;837;34.043;4;MPO555439  
2013;GY136  ;32.515;77.748; 7.79  ;20240331;350.7 ;  44.3; 221.1 ; 10.9 ;410;55.132;5;MPO623760  
2013;GW141  ;23.5221;30.827; 8.14  ;20240331;359.9 ; 206.4;  23.5 ; 32.1 ;0.955 5;27.175;9;E2024-L81  
2013;GS136  ;34.175;76.184; 8.5   ;20240331;356.7 ; 197.5;  44.6 ;  7.0 ;381;55.179;4;MPO419452  
2013;GO136  ;36.388;40.792; 8.2   ;20240331; 46.1 ; 146.3;  39.2 ; 24.3 ;57;38.590;4;MPO456851  
2013;GJ138  ;26.114;215.042; 8.15  ;20240331;  4.2 ; 158.1;  17.3 ; 28.0 ;0.783 1;20.578;10;E2023-X12  
2013;FS28   ;33.999;345.012; 4.9   ;20240331;347.9 ; 102.6; 204.6 ; 13.1 ;0.821 1;89.505;2;MPO389092  
2013;FN28   ;20.303;49.997; 8.38  ;20240331; 11.7 ; 250.5; 299.2 ;  8.7 ;422;35.150;14;E2024-KE9  
2013;FM28   ;35.257;78.231; 7.09  ;20240331; 40.2 ; 243.7; 208.2 ; 15.0 ;379;56.744;7;E2024-F62  
2013;FG28   ;35.960;71.973; 7.15  ;20240331;353.3 ; 239.0; 329.4 ; 21.1 ;334;53.967;3;MPO686887  
2013;EZ27   ;8.860;30.033;12.6   ;20240331; 41.7 ; 212.9; 328.9 ; 14.6 ;544;19.446;7;MPO473272  
2013;CY133  ;5.834;9.899;14.0   ;20240331;152.5 ;  61.8; 148.3 ; 17.7 ;258;7.867;6;MPO456844  
2013;CE223  ;18.276;25.196; 8.75  ;20240331;138.0 ; 131.7; 265.6 ;  5.2 ;159;21.736;10;E2023-X12  
2013;BL76   ; 8.4122;369.977;10.88  ;20240331;  0.1 ; 166.2; 180.1 ; 98.6 ;0.99311;89.195;9;MPO686864  
2013;BK78   ;8.226;67.848;12.5   ;20240331; 18.7 ; 282.7; 175.2 ;  2.2 ;784;38.037;4;MPO384267  
2013;AZ60   ;7.883;771.801;10.3   ;20240331;  0.4 ; 158.0; 349.2 ; 16.5 ;0.980 3;89.842;7;MPO562423  
2013;AX158  ;6.910;44.459;14.3   ;20121219;  4.0 ; 210.9; 232.7 ; 12.6 ;731;25.684;(  3d)   ;MPO265037  
2013;AS105  ;5.699;26.150;12.1   ;20240331; 74.3 ; 325.8; 106.5 ; 14.6 ;642;15.925;6;MPO331334  
2013;AR183  ;35.364;108.172; 6.06  ;20240331; 29.4 ; 261.3; 165.0 ;  7.0 ;507;71.768;6;MPO740361  
2012;WG37   ;32.447;66.421; 6.60  ;20240331;301.3 ;  39.8; 107.1 ; 14.3 ;344;49.434;5;MPO650006  
2012;UY174  ;6.381;13.010;12.89  ;20240331;184.4 ; 334.0; 341.9 ; 10.7 ;342;9.695;( 13d)   ;MPO810479  
2012;UW177  ;22.290;38.257;11.3   ;20240331; 16.6 ;  34.7;  19.9 ; 53.8 ;264;30.274;2;MPO317747  
2012;US177  ;35.598;78.043; 8.7   ;20240331; 21.9 ;  93.2; 271.8 ; 17.2 ;374;56.821;2;MPO317746  
2012;UR177  ;37.589;112.413; 7.9   ;20240331;348.3 ; 157.5; 291.5 ; 16.3 ;499;75.001;3;MPO434984  
2012;UQ177  ;35.800;69.347; 8.10  ;20240331;341.5 ; 119.2; 330.1 ; 19.6 ;319;52.574;4;MPO732964  
2012;UK177  ;35.352;153.650; 8.7   ;20240331;  0.1 ; 162.3; 251.5 ; 24.8 ;626;94.501;3;MPO543901  
2012;UJ177  ;31.384;80.470; 9.1   ;20240331; 27.6 ;  47.8; 298.9 ; 15.6 ;439;55.927;2;MPO317745  
2012;UD178  ;32.184;79.675; 7.44  ;20240331; 22.6 ; 319.7;  66.8 ;  8.7 ;425;55.930;9;E2021-VR4  
2012;PD26   ;10.172;30.981;11.2   ;20240331; 56.9 ;  86.3; 208.8 ;  7.5 ;506;20.576;4;MPO419432  
2012;OL6    ;38.000;70.788; 7.20  ;20240331;278.9 ; 275.3; 160.9 ;  8.8 ;301;54.394;4;MPO740336  
2012;LB27   ;15.641;25.046; 9.67  ;20240331; 15.8 ;  91.4; 209.1 ; 25.8 ;231;20.343;8;MPO781562  
2012;HX87   ;34.802;171.636; 6.65  ;20240331;  5.9 ; 285.1; 271.7 ; 12.7 ;0.663 1;3.219;9;E2022-L29  
2012;HW87   ;32.479;149.096; 7.6   ;20240331;  5.5 ; 112.2; 125.5 ; 14.1 ;642;90.788;8;MPO466394  
2012;GX17   ;16.803;57.903; 7.6   ;20240331; 55.2 ; 243.3; 209.2 ; 32.7 ;550;37.353;5;MPO543816  
2012;GV1    ;8.220;28.697;11.9   ;20240331; 64.1 ; 340.7; 168.6 ; 18.9 ;555;18.458;5;MPO562373  
2012;GU11   ;18.152;320.797; 8.9   ;20240331;  2.8 ;   5.9; 144.8 ; 10.8 ;0.893 1;69.475;9;MPO473230  
2012;GM12   ;16.902;23.738; 9.4   ;20240331; 92.7 ; 221.6; 267.4 ; 12.3 ;168;20.320;5;E2021-M50  
2012;FZ78   ;10.486;27.417;11.2   ;20240331; 63.0 ; 154.6;  10.2 ; 17.0 ;447;18.952;7;MPO473230  
2012;FN84   ;33.977;71.136; 7.8   ;20120513;279.1 ;  56.7; 273.0 ;  7.8 ;354;52.557;(119d)   ;MPO392390  
2012;EE18   ;38.110;97.438; 6.3   ;20240331;359.7 ; 340.0; 243.5 ; 16.3 ;438;67.774;8;MPO554385  
2012;DV121  ;36.082;91.744; 7.04  ;20240331;353.3 ; 216.3;   5.7 ; 33.4 ;435;63.913;10;E2024-M08  
2012;DS85   ;16.319;21.388; 9.4   ;20240331; 99.1 ; 302.0; 129.0 ; 16.8 ;134;18.854;2;MPO246980  
2011;WW188  ;35.717;67.162; 7.26  ;20240331; 16.5 ;  57.3;  55.4 ; 26.3 ;306;51.440;4;E2024-F62  
2011;VZ24   ;34.050;69.223; 6.96  ;20240331; 20.7 ; 199.8; 200.6 ; 23.2 ;341;51.636;10;E2024-M25  
2011;UZ412  ;31.600;41.904; 9.36  ;20240331; 15.4 ;  28.7;   9.7 ;  6.8 ;140;36.752;3;MPO724134  
2011;UW412  ;37.461;121.876; 9.0   ;20240331; 12.2 ; 134.6; 233.2 ; 12.9 ;530;79.668;2;MPO317700  
2011;UV412  ;34.310;63.868; 8.0   ;20240331; 81.1 ;  65.9; 219.3 ; 11.5 ;301;49.089;2;MPO317700  
2011;UT411  ;33.366;78.736; 7.61  ;20240331;315.7 ; 129.2;   4.8 ;  6.4 ;405;56.051;3;MPO732888  
2011;US411  ;31.242;95.688; 9.2   ;20240331;  8.9 ;   9.6;  24.7 ; 22.0 ;508;63.465;3;MPO357179  
2011;UR412  ;34.346;67.050; 8.8   ;20240331;353.7 ;  54.1;  15.2 ; 17.8 ;323;50.698;3;MPO543762  
2011;UR411  ;35.053;90.459; 8.5   ;20240331;356.5 ;  44.9;  23.3 ; 26.5 ;441;62.756;3;MPO543762  
2011;UQ412  ;34.805;102.293; 7.71  ;20240331;  0.4 ; 197.7; 219.9 ; 16.7 ;492;68.549;4;MPO732889  
2011;UQ411  ;37.423;88.290; 7.0   ;20240331;325.3 ; 262.8; 215.5 ; 40.3 ;405;62.856;3;MPO434967  
2011;UP412  ;36.933;77.321; 8.2   ;20240331;  1.9 ;  26.9;  23.0 ; 19.7 ;353;57.127;3;MPO473222  
2011;UP411  ;38.579;115.834; 8.4   ;20240331;  6.1 ; 160.5; 232.0 ; 13.4 ;500;77.206;3;MPO377829  
2011;UO412  ;33.477;43.105; 7.9   ;20240331; 97.4 ; 276.1;  21.1 ; 27.7 ;126;38.291;3;MPO434967  
2011;UA413  ;31.726;41.969; 8.68  ;20240331; 29.2 ;  85.6; 292.4 ;  5.4 ;139;36.847;4;MPO599335  
2011;SR250  ;6.859;15.444;12.7   ;20240331;143.5 ; 339.1; 315.6 ;  8.9 ;385;11.152;4;E2021-M50  
2011;RS     ;21.258;60.716; 8.57  ;20240331;  9.4 ;  40.6; 348.3 ; 16.2 ;481;40.987;8;MPO781506  
2011;OF45   ;7.769;10.299;12.75  ;20240331;120.9 ;  54.5; 315.9 ; 19.6 ;140;9.034;9;MPO732843  
2011;OB60   ;36.694;169.968; 6.90  ;20240331;358.5 ; 226.3; 142.7 ; 19.4 ;0.645 1;3.331;11;MPO824472  
2011;MM4    ;11.194;31.353; 9.51  ;20240331; 70.6 ;   7.6; 282.6 ;100.4 ;474;21.274;3;E2024-B03  
2011;KW48   ;32.368;42.676; 8.8   ;20110608;347.9 ;  46.9; 246.2 ;  3.6 ;137;37.522;( 34d)   ;MPO300648  
2011;JD32   ;33.707;68.148; 8.7   ;20110519;341.2 ; 208.5; 106.5 ; 12.9 ;338;50.928;( 63d)   ;MPO300648  
2011;HP83   ;36.177;68.011; 4.9   ;20240331; 21.5 ; 209.5;  12.4 ; 28.7 ;306;52.094;4;MPO545808  
2011;HO60   ;36.634;148.891; 6.2   ;20240331;  3.6 ; 242.2; 353.3 ; 22.2 ;605;92.763;6;MPO456797  
2011;HK103  ;36.599;70.006; 7.63  ;20240331;329.7 ; 229.5; 121.1 ;  6.4 ;313;53.303;5;E2024-E50  
2011;HD103  ;32.606;55.546; 8.4   ;20240331;246.6 ; 303.7; 121.2 ;  5.7 ;260;44.076;2;MPO256132  
2011;GN27   ;9.432;22.110; 7.7   ;20240331;252.7 ;  33.7;  48.7 ;153.9 ;402;15.771;(  2d)   ;MPO644759  
2011;GM89   ;36.356;68.772; 7.1   ;20240331;201.4 ;  17.5;  23.7 ; 17.4 ;308;52.564;2;MPO389003  
2011;FS53   ;6.176;9.069;13.6   ;20110320; 35.6 ; 134.3;   5.6 ;  6.3 ;190;7.623;(  6d)   ;MPO196832  
2011;EZ90   ;38.203;43.715; 6.6   ;20240331; 14.7 ;  70.4;  86.8 ; 27.4 ;67;40.959;7;MPO466351  
2011;CW119  ;33.366;72.182; 7.62  ;20240331; 16.9 ; 332.9; 157.8 ; 19.9 ;368;52.774;6;E2024-F62  
2011;BU163  ;35.662;79.358; 7.12  ;20240331; 20.0 ; 324.8; 150.7 ; 21.5 ;380;57.510;6;MPO740255  
2011;BT163  ;35.629;72.166; 6.0   ;20240331; 50.3 ; 110.9; 323.5 ; 32.7 ;339;53.898;6;MPO428289  
2011;BR163  ;37.887;156.740; 6.00  ;20240331;  4.8 ;  20.0; 107.3 ; 24.8 ;611;97.313;13;E2024-LB8  
2011;BN170  ;34.881;106.977; 6.74  ;20240331;356.9 ;  65.4;  83.1 ; 12.5 ;508;70.929;12;E2024-LD2  
2010;WG9    ;18.754;88.469; 8.3   ;20240331; 16.6 ; 293.1;  92.0 ; 70.2 ;650;53.612;8;MPO456786  
2010;VE253  ;16.484;47.674; 9.97  ;20240331; 25.0 ;  54.1; 341.9 ;  7.9 ;486;32.079;8;E2020-OF1  
2010;VE21   ;7.656;12.158;12.60  ;20240331;180.6 ; 126.5; 230.5 ; 34.5 ;227;9.907;6;MPO750185  
2010;TV191  ;21.724;28.017; 8.28  ;20240331;206.0 ;  41.0; 200.4 ; 11.5 ;127;24.871;9;E2021-XE0  
2010;TH     ;12.616;24.646; 9.40  ;20240331; 89.1 ; 211.0; 123.7 ; 26.7 ;323;18.631;12;E2024-LD2  
2010;RG43   ;13.362;15.671; 9.7   ;20100901;359.9 ; 301.3;  34.7 ; 36.6 ;80;14.516;(  1d)   ;MPO183718  
2010;RF188  ;33.347;60.814; 5.25  ;20240331;254.4 ; 331.5; 178.3 ; 13.8 ;292;47.080;16;E2024-H78  
2010;RD188  ;38.094;43.327; 5.79  ;20240331;323.6 ; 352.6;  65.3 ; 27.9 ;64;40.711;13;E2024-H99  
2010;PU75   ;35.888;136.337; 5.91  ;20240331;358.4 ; 256.6;  78.4 ;  8.9 ;583;86.113;12;E2024-J08  
2010;MR116  ;37.930;89.621; 6.73  ;20240331; 20.5 ; 355.0; 351.7 ; 19.5 ;405;63.775;13;E2024-H99  
2010;LN68   ;12.312;12.860; 9.2   ;20100613;360.0 ; 138.2;  92.6 ; 15.1 ;22;12.586;(  1d)   ;MPO178241  
2010;JJ124  ;23.632;142.916; 6.7   ;20240331;  5.4 ; 339.6; 268.9 ; 37.8 ;716;83.274;4;MPO456701  
2010;JE215  ;27.279;96.254; 8.33  ;20240331;  7.4 ; 119.8; 128.5 ; 11.2 ;558;61.767;6;E2021-BA4  
